id	filename	md5	size	state
96c7dec0-8753-4623-96cf-eaaa487bb185	0ecefaf3-4a3f-4cf8-8c14-a46a54664a3e.FPKM.txt.gz	ba3f85ea28c6f9e4392d68b3a4b055be	516543	live
60ca9eea-36ae-4fa2-b377-2fe34473bbf4	efdee0e5-dbf4-43a2-86d8-b1b53c9913fa.mirbase21.mirnas.quantification.txt	c5ad76a8c38b751d98652f8647a93b77	50470	live
6b3ba8e8-71f5-4047-af70-85a5d4b728cf	23f46a9b-91b0-4427-b3b6-f2c4f3e69e12.FPKM.txt.gz	e0aa6f9c4af3f7dcf2c597d899ac0309	532490	live
f6859704-95bb-498d-9e00-37dee777c41f	5422a22c-f2c7-4e2f-a925-811575fa0334.mirbase21.mirnas.quantification.txt	e28fc182a70d3d58757b414fa0fb9256	50413	live
446b984f-aeb5-4f24-aa6d-aca83e4a15f0	88cd30b8-9d2a-4823-8a27-c313805c2f8c.FPKM.txt.gz	a5f0d1b02fd2b918d8177dbdc1d28c81	516203	live
4f312922-cda3-4d61-b708-d47144369c1c	456dd261-5f71-433d-ba62-a72bc48b7809.FPKM.txt.gz	17082b856464d19af0e4f24ca157cc9f	528877	live
540f5719-e81e-4fb7-aa47-8723af6a9e6f	e5aa3fce-348e-4efd-9ccd-d33826dd8dcc.mirbase21.mirnas.quantification.txt	c8eec7feb752da906eff0b30244d3416	50509	live
e2783e62-d051-47f5-b386-ef4f7ff2fbc7	0b92d208-9700-44d4-ba58-2bfe2001c112.FPKM.txt.gz	8afb274291a73dc67f83b43efc24456d	526350	live
511dea38-5bea-4543-951c-fb0e733c8b82	48fe43c2-4d3a-421b-8090-23f24a22a8c8.mirbase21.mirnas.quantification.txt	b76e49622a5608bb1bbf18624cc349ed	50427	live
6821bbf2-6cba-47d6-b5a6-781bbd1cacac	7670228c-9f2d-4562-a8eb-e084b41e6927.mirbase21.mirnas.quantification.txt	b0fbf58f2c323f053d7e7d5b2bbb2f32	50369	live
ce37092e-8498-45e1-b190-4d6a394e27dd	7653ce3a-2a0d-4bf7-9abf-068c3ea2602c.FPKM.txt.gz	16a4b7717380003f13f63afd5f7ccd1a	507339	live
2639ac0c-74ff-4cbf-872d-55dd3a23c55b	196731c7-2bbe-4c3b-adac-6cc0d8fa96cb.FPKM.txt.gz	16870bed0930f41b999fe4cb95817e8f	519994	live
fcee59a9-0d85-4ecd-b143-648879851905	e01fc149-8b6b-4528-88c4-a77d8476d89f.mirbase21.mirnas.quantification.txt	508e0d8fa35ff55217bd5e18ce769701	50403	live
a549636c-3835-4e9a-93a0-516c401cc8bd	9e573b8f-4762-46b9-b757-4b54ed9c6320.FPKM.txt.gz	44acf72dc4f5148a9d6e8d8a9ccfd42d	525196	live
2ceffc55-fd1a-4cc5-9d4b-0ca3e22d5462	5f9aee4b-faa3-4891-994b-34bede2f922d.mirbase21.mirnas.quantification.txt	9a6a600b7237b6675a2c79159e045904	50356	live
660159a1-1661-4864-bbda-03f52da53b08	85aa8cbf-f8c4-4b10-b758-6644c4f705a4.FPKM.txt.gz	09990f2211c1e88f5644dbb473a724b9	519662	live
aba5f4db-728b-4ba8-a364-25eea9d3ea80	92e4e583-3efe-4144-9247-eaad758b0944.FPKM.txt.gz	4e14bb8c1882da59695447b20342f8d3	529580	live
b0494140-ca79-4abd-9e31-e4af30091520	ecee5996-3d08-4e6a-981c-46b1960bf7aa.mirbase21.mirnas.quantification.txt	cbfbdbc48f5cae20762b475e40cf89fc	50341	live
9b3f3597-b24f-4298-bbb0-4e15e8223d09	5da55c24-835b-4d86-89b2-57fe1fde5ce4.mirbase21.mirnas.quantification.txt	d644e526a5245f1d4e221c49bdda4f29	50340	live
de7c276e-05d2-46b8-ab81-fb7ee8f6c99f	ad8a8656-1a42-404a-b9d6-2a31bf5808c0.FPKM.txt.gz	7970d3225e4f775c11d501901db0bf0c	502835	live
fd560f36-2c99-4923-b5b0-a2fc1932fe38	a9cda68e-2f29-424c-a9d4-1e31fd1a7d8f.FPKM.txt.gz	58ae15c79a60ad892b4aaf3e710d15f3	512969	live
733e95e6-7da4-457a-844a-f665a20a681a	7d5eee39-e133-4065-86aa-71033d1ffc6b.FPKM.txt.gz	9418af0c1aea0f60b8449c50977063a2	522900	live
f0f8618b-00ed-4e46-90a2-f1aa57664112	8c814166-8501-406d-a70c-e1c7460bf1b3.mirbase21.mirnas.quantification.txt	a3bab8c1067807054d9a238cd55d01b5	50338	live
f3caf766-4aaf-4041-8119-4b854723db85	de669e2c-67f5-44f1-8c69-f8d014fb1dba.FPKM.txt.gz	9b912f2cc059be7a9f82aa533f014ff3	528736	live
915a8a1a-eaec-423d-a1f5-30341ad93c09	ce31f4cb-91e3-446e-8a42-e34352f8b45e.FPKM.txt.gz	f9ed7c939813cae160bebb0fe2962b65	529304	live
f5028ad2-b726-4513-aaea-9f926a2cf6bf	9b213017-a2ee-4260-9631-e6b8e420dded.FPKM.txt.gz	8679f4f5abef187e0f4e1d6e93596e1c	510381	live
37432805-17a4-4a71-904c-ea533f6ada92	4486a4fb-820a-4ee8-998c-f716e52b73df.FPKM.txt.gz	1f22b6c7818a2776a1f5dc1f09012647	537517	live
e8724071-6fe8-4c5e-9ea0-11c38c448506	1446123d-ef11-41b6-8578-3ec6530f742f.FPKM.txt.gz	f80c3aa3e92562d0a6cb8613d651303f	523051	live
e5960297-2e5d-4a0e-b01a-950a97f73b50	c1add9e8-8025-44d9-8ba0-031d35df93d2.mirbase21.mirnas.quantification.txt	f73528e69c8bf960a86ea9ee90a78913	50338	live
a0c5a725-5473-4d88-a8bc-20ecea5308c9	a6eef708-b398-40ec-9b8c-8f4bfeea52a2.FPKM.txt.gz	9f065ce3b27ac319eaad0700184a1da5	534437	live
792b1dfb-5e70-4c7e-84b0-41aa4ad30b0f	b858f73e-5da2-4adb-b18e-86d6ef05bf21.mirbase21.mirnas.quantification.txt	8a72e3c9e97d338726643338d2a0d276	50377	live
aabfaa65-921b-4ce1-8a25-dc9d5b0c73a4	693ec0a1-a42e-46a3-b877-8fac9f356064.mirbase21.mirnas.quantification.txt	a25c831029cb59dbfae52adc41265d60	50431	live
5145c133-08a4-4ab5-87ff-15880089e0b7	b1272d0a-2b51-49da-8f60-10891ea2cafc.FPKM.txt.gz	5f85c3e61cea004d2139db63be7f6758	495812	live
cea83acc-1215-4b74-8879-e8ed47ff77c6	f956ddcd-809b-45a5-aba3-71094d1d2aed.mirbase21.mirnas.quantification.txt	cd970e1e7c0b79be22820cdaf9e043ab	50349	live
3845ae00-3143-4dc1-bc75-b9db959367e8	ddd1feab-fdfe-421d-8f6e-66a81402116f.mirbase21.mirnas.quantification.txt	56196a72d6fd9c59c10ca88f47525749	50428	live
1f566278-20b7-47b2-b552-9179aec55b25	cbf5b203-699c-480e-b101-63d8ef6c9788.mirbase21.mirnas.quantification.txt	d8bfeae51b33b78efe430c8b918952e8	50378	live
efaa02c4-353b-4898-ae31-3ccf5ef23509	06e1c716-abec-45a0-bebb-0a136dc8a709.mirbase21.mirnas.quantification.txt	b8dc4cae54006f6d9fb5c62e087a297b	50389	live
23313e5b-2d3b-4410-a9ae-88fee3cae5b3	98949c63-adaf-42b7-8451-99eeb7ab517b.mirbase21.mirnas.quantification.txt	26417639a7f776bb9ee245362ac383ae	50247	live
ea0070a0-a105-4bdb-adbe-0b553dd78c25	dc790856-6562-4ed9-a82a-42ad5065bfa1.mirbase21.mirnas.quantification.txt	b150a37e9f40e4f0f86cdeefd525aef5	50337	live
1f2818d5-6e09-46ae-a5c1-37b747d90d14	85b840c9-4f46-4298-b829-3e9c58374e0d.mirbase21.mirnas.quantification.txt	3641c7143c1765e94a579b3c95d85294	50303	live
f837b026-0c4b-4201-b460-4da5e427e3a3	5c6a718f-8c40-47e7-a746-761b1d5b24b0.FPKM.txt.gz	dc8fdb06c2caaacd6c64c3a75cd37a1d	507594	live
1d17abb3-a051-4ce5-b911-915fd81b96cf	3b8edf20-dabb-4e9a-ab6f-441c80d6debe.FPKM.txt.gz	92396e57e4f6cc4015dbd0d66dfa696e	499015	live
abad329c-dd70-4ce2-8ddc-0978aaee9950	1fbb3800-3f41-49dc-a010-9f9317ac0039.FPKM.txt.gz	b1ee788e8a37dc99f472bd9e828a050f	517316	live
f6635d6c-92da-4ebc-9031-916ed882b56d	a44a4ea9-b704-4f72-bc9e-1233b86fb741.mirbase21.mirnas.quantification.txt	ab2f0d4bae4938f8da23bedfc7868dc8	50369	live
5d982ec4-1fd7-4997-b79c-cfaa07fb8fb5	35f25d38-4538-4652-b455-96d78b0c4e62.mirbase21.mirnas.quantification.txt	8f42faed6e3eadbe798fcad0ea853c24	50518	live
fba29ee6-3284-42b0-bd38-4a7beff232ac	d7fece7d-c65c-42a3-9e3e-0414686725d2.mirbase21.mirnas.quantification.txt	40e64a5ab6fad895c86c942eee28fe5f	50335	live
