"Index","Ensembl.ID","Gene.name"
10563,"ENSG00000183172","SMDT1"
10564,"ENSG00000236241","AC119744.1"
10566,"ENSG00000272478","AL020996.3"
10567,"ENSG00000229091","HSPA8P8"
10568,"ENSG00000140262","TCF12"
10569,"ENSG00000140740","UQCRC2"
10570,"ENSG00000160570","DEDD2"
10571,"ENSG00000276874","AC011718.1"
10572,"ENSG00000271400","AL392112.1"
10573,"ENSG00000248337","AC233724.2"
10574,"ENSG00000277636","MIR8061"
10575,"ENSG00000237671","GAGE12C"
10576,"ENSG00000200834","Y_RNA"
10577,"ENSG00000227941","UQCRBP2"
10578,"ENSG00000229518","UBE2V1P3"
10579,"ENSG00000064763","FAR2"
10580,"ENSG00000147166","ITGB1BP2"
10581,"ENSG00000168496","FEN1"
10582,"ENSG00000259273","AC027176.1"
10583,"ENSG00000099904","ZDHHC8"
10584,"ENSG00000113319","RASGRF2"
10585,"ENSG00000129646","QRICH2"
10587,"ENSG00000241525","AC141424.1"
10588,"ENSG00000255410","AC091564.6"
10589,"ENSG00000177679","SRRM3"
10590,"ENSG00000239513","LINC01210"
10591,"ENSG00000206677","Y_RNA"
10592,"ENSG00000259834","AL365361.1"
10593,"ENSG00000135074","ADAM19"
10595,"ENSG00000181523","SGSH"
10596,"ENSG00000053254","FOXN3"
10597,"ENSG00000207611","MIR149"
10598,"ENSG00000230783","AC009961.3"
10599,"ENSG00000213592","PPIAP42"
10601,"ENSG00000229168","RPL19P20"
10602,"ENSG00000171105","INSR"
10604,"ENSG00000147130","ZMYM3"
10605,"ENSG00000233270","SNRPEP4"
10606,"ENSG00000229246","LINC00377"
10607,"ENSG00000267506","AC021683.2"
10608,"ENSG00000277096","AC098590.2"
10609,"ENSG00000124006","OBSL1"
10610,"ENSG00000184502","GAST"
10611,"ENSG00000278955","FP475955.1"
10612,"ENSG00000176115","AQP7P4"
10613,"ENSG00000227867","ELOCP11"
10614,"ENSG00000176268","CYCSP34"
10615,"ENSG00000232814","COL4A2-AS1"
10616,"ENSG00000221466","MIR548AJ2"
10617,"ENSG00000250543","AC110716.1"
10618,"ENSG00000251809","RN7SKP14"
10619,"ENSG00000252050","SNORA31"
10620,"ENSG00000276707","AC243773.1"
10621,"ENSG00000228714","AL731897.1"
10622,"ENSG00000182985","CADM1"
10623,"ENSG00000123353","ORMDL2"
10624,"ENSG00000281295","SNORA50B"
10625,"ENSG00000180172","RPS12P23"
10626,"ENSG00000265932","MIR3146"
10627,"ENSG00000104626","ERI1"
10628,"ENSG00000254558","AP005435.1"
10629,"ENSG00000255536","AC023078.7"
10630,"ENSG00000140264","SERF2"
10631,"ENSG00000228877","AL669970.3"
10632,"ENSG00000235005","AL450468.1"
10633,"ENSG00000149761","NUDT22"
10634,"ENSG00000257224","CR383656.3"
10636,"ENSG00000267099","NTF6G"
10637,"ENSG00000072501","SMC1A"
10638,"ENSG00000167977","KCTD5"
10639,"ENSG00000181135","ZNF707"
10640,"ENSG00000207605","MIR191"
10641,"ENSG00000230793","SMARCE1P5"
10642,"ENSG00000140030","GPR65"
10643,"ENSG00000221838","AP4M1"
10644,"ENSG00000274899","AC006386.1"
10645,"ENSG00000219139","TYMSP1"
10646,"ENSG00000238161","OR7E117P"
10647,"ENSG00000169385","RNASE2"
10649,"ENSG00000279088","AC022400.7"
10650,"ENSG00000279789","AC120114.4"
10651,"ENSG00000241188","RN7SL165P"
10652,"ENSG00000229368","AC090587.2"
10653,"ENSG00000177337","DLGAP1-AS1"
10654,"ENSG00000277299","AC084876.1"
10655,"ENSG00000240450","CSPG4P1Y"
10656,"ENSG00000237202","AJ239321.1"
10657,"ENSG00000108849","PPY"
10658,"ENSG00000213822","CEACAM18"
10659,"ENSG00000271428","AL031281.1"
10660,"ENSG00000279694","AC011270.2"
10661,"ENSG00000177406","AC021054.1"
10662,"ENSG00000259547","CYCSP2"
10663,"ENSG00000075239","ACAT1"
10664,"ENSG00000253573","AC024382.1"
10666,"ENSG00000237238","BMS1P10"
10667,"ENSG00000179988","PSTK"
10668,"ENSG00000115239","ASB3"
10669,"ENSG00000250272","TRMT112P1"
10671,"ENSG00000231419","LINC00689"
10672,"ENSG00000160233","LRRC3"
10673,"ENSG00000119927","GPAM"
10674,"ENSG00000162735","PEX19"
10675,"ENSG00000177294","FBXO39"
10676,"ENSG00000102109","PCSK1N"
10677,"ENSG00000207943","MIR634"
10678,"ENSG00000186466","AQP7P1"
10679,"ENSG00000250942","ENPP7P11"
10680,"ENSG00000253369","AC131902.1"
10681,"ENSG00000252053","RNU6-1101P"
10682,"ENSG00000207691","MIR183"
10683,"ENSG00000259051","HNRNPUP1"
10684,"ENSG00000204814","AL935212.1"
10685,"ENSG00000243338","RN7SL307P"
10686,"ENSG00000122068","FYTTD1"
10687,"ENSG00000222236","RNA5SP163"
10688,"ENSG00000258557","AC245505.1"
10689,"ENSG00000223039","RN7SKP268"
10690,"ENSG00000143256","PFDN2"
10691,"ENSG00000224869","AC062016.1"
10692,"ENSG00000260105","AOC4P"
10693,"ENSG00000238560","Y_RNA"
10694,"ENSG00000160145","KALRN"
10695,"ENSG00000150712","MTMR12"
10696,"ENSG00000224814","AC114812.2"
10697,"ENSG00000267789","AC100775.1"
10698,"ENSG00000251642","AC098680.1"
10699,"ENSG00000114646","CSPG5"
10700,"ENSG00000124091","GCNT7"
10701,"ENSG00000265217","AC090358.1"
10702,"ENSG00000197857","ZNF44"
10703,"ENSG00000252772","RNU6-714P"
10704,"ENSG00000223875","NBEAP3"
10705,"ENSG00000276326","MIR2909"
10706,"ENSG00000242222","AC092989.1"
10707,"ENSG00000222244","RNA5SP431"
10708,"ENSG00000277766","AC004790.1"
10709,"ENSG00000188039","NWD1"
10710,"ENSG00000253767","PCDHGA8"
10711,"ENSG00000143363","PRUNE1"
10712,"ENSG00000168710","AHCYL1"
10713,"ENSG00000276853","AC026124.2"
10714,"ENSG00000147896","IFNK"
10717,"ENSG00000253626","EIF5AL1"
10718,"ENSG00000201264","SNORD73B"
10719,"ENSG00000258854","AL358333.1"
10720,"ENSG00000213131","YWHAZP4"
10721,"ENSG00000207776","MIR551A"
10722,"ENSG00000223416","RPS26P15"
10723,"ENSG00000175841","FAM172BP"
10724,"ENSG00000255851","Metazoa_SRP"
10725,"ENSG00000239945","AL627309.3"
10726,"ENSG00000109016","DHRS7B"
10727,"ENSG00000277534","AC007996.1"
10728,"ENSG00000235085","AC091153.2"
10729,"ENSG00000104848","KCNA7"
10731,"ENSG00000213280","AC090114.1"
10732,"ENSG00000240386","LCE1F"
10733,"ENSG00000180917","CMTR2"
10734,"ENSG00000272788","AP000864.1"
10735,"ENSG00000124198","ARFGEF2"
10736,"ENSG00000134709","HOOK1"
10737,"ENSG00000113578","FGF1"
10738,"ENSG00000182853","VMO1"
10739,"ENSG00000169688","MT1B"
10740,"ENSG00000229002","AC246785.1"
10741,"ENSG00000114120","SLC25A36"
10742,"ENSG00000177984","LCN15"
10743,"ENSG00000215537","ZNF736P11Y"
10744,"ENSG00000105993","DNAJB6"
10745,"ENSG00000263412","AC004477.1"
10746,"ENSG00000186579","DEFB106A"
10747,"ENSG00000196187","TMEM63A"
10748,"ENSG00000233681","CEACAMP1"
10749,"ENSG00000253557","AC100849.1"
10750,"ENSG00000207088","SNORA7B"
10751,"ENSG00000253522","MIR3142HG"
10752,"ENSG00000178685","PARP10"
10753,"ENSG00000153207","AHCTF1"
10754,"ENSG00000281106","TMEM272"
10755,"ENSG00000197619","ZNF615"
10756,"ENSG00000204435","CSNK2B"
10757,"ENSG00000210144","MT-TY"
10758,"ENSG00000254346","MTND1P6"
10759,"ENSG00000266076","AC004805.1"
10761,"ENSG00000227300","KRT16P2"
10762,"ENSG00000232056","AC092687.1"
10764,"ENSG00000123374","CDK2"
10765,"ENSG00000261648","AC106730.2"
10766,"ENSG00000136943","CTSV"
10767,"ENSG00000250627","TTC39CP1"
10768,"ENSG00000271075","AL139317.4"
10769,"ENSG00000270347","AC011453.2"
10770,"ENSG00000264901","MIR3616"
10771,"ENSG00000236712","AC079448.1"
10772,"ENSG00000226179","LINC00685"
10773,"ENSG00000214534","ZNF705E"
10774,"ENSG00000259418","AC091117.2"
10775,"ENSG00000186480","INSIG1"
10776,"ENSG00000256708","AC007458.1"
10777,"ENSG00000128923","MINDY2"
10778,"ENSG00000215043","GLULP6"
10779,"ENSG00000256188","TAS2R30"
10780,"ENSG00000228259","AC136604.1"
10781,"ENSG00000122824","NUDT10"
10782,"ENSG00000233406","AL162430.1"
10783,"ENSG00000233228","LPCAT2BP"
10784,"ENSG00000215168","AL139276.1"
10785,"ENSG00000165795","NDRG2"
10786,"ENSG00000086102","NFX1"
10787,"ENSG00000249491","EGFLAM-AS1"
10788,"ENSG00000253181","AC138356.3"
10789,"ENSG00000211879","TRAJ10"
10790,"ENSG00000183654","MARCH11"
10791,"ENSG00000234860","AL162394.1"
10792,"ENSG00000241007","SEPT7P6"
10793,"ENSG00000169994","MYO7B"
10794,"ENSG00000234758","AC034228.3"
10795,"ENSG00000231449","AC097359.1"
10796,"ENSG00000010539","ZNF200"
10797,"ENSG00000230654","MTCO2P25"
10798,"ENSG00000223772","GEMIN8P3"
10800,"ENSG00000169877","AHSP"
10801,"ENSG00000264618","RN7SL732P"
10802,"ENSG00000224760","C1DP3"
10803,"ENSG00000200761","RN7SKP113"
10804,"ENSG00000261198","AC005774.1"
10805,"ENSG00000265486","RN7SL518P"
10806,"ENSG00000154582","ELOC"
10807,"ENSG00000279927","Z95114.4"
10808,"ENSG00000252301","RNA5SP134"
10809,"ENSG00000263963","MIR4461"
10810,"ENSG00000186190","BPIFB3"
10811,"ENSG00000182504","CEP97"
10812,"ENSG00000222790","RNU4-14P"
10813,"ENSG00000181938","GINS3"
10814,"ENSG00000199687","RNU1-38P"
10815,"ENSG00000237977","EIF4HP2"
10816,"ENSG00000138346","DNA2"
10817,"ENSG00000177047","IFNW1"
10818,"ENSG00000264390","MIR4465"
10819,"ENSG00000271415","RPL23AP90"
10820,"ENSG00000141378","PTRH2"
10821,"ENSG00000179299","NSUN7"
10823,"ENSG00000221890","NPTXR"
10824,"ENSG00000236724","AL137071.1"
10825,"ENSG00000235238","SUMO2P1"
10826,"ENSG00000135002","RFK"
10828,"ENSG00000206737","RNVU1-18"
10829,"ENSG00000259422","AC091100.1"
10830,"ENSG00000258969","LINC02307"
10831,"ENSG00000232023","LINC01807"
10832,"ENSG00000224988","AL158207.1"
10833,"ENSG00000144366","GULP1"
10834,"ENSG00000029153","ARNTL2"
10835,"ENSG00000227437","RPS8P4"
10836,"ENSG00000273988","AL450472.3"
10837,"ENSG00000107611","CUBN"
10838,"ENSG00000252534","Y_RNA"
10839,"ENSG00000182687","GALR2"
10840,"ENSG00000260422","Z97205.2"
10841,"ENSG00000232290","AL133260.2"
10842,"ENSG00000198738","SMIM11P1"
10843,"ENSG00000199796","RNU6-924P"
10844,"ENSG00000182896","TMEM95"
10845,"ENSG00000182774","RPS17"
10847,"ENSG00000166557","TMED3"
10848,"ENSG00000201325","RNA5SP142"
10849,"ENSG00000202268","U3"
10850,"ENSG00000258779","LINC01568"
10851,"ENSG00000279541","AC005261.6"
10852,"ENSG00000180714","OR5AZ1P"
10853,"ENSG00000272277","AL031963.3"
10854,"ENSG00000227427","Z93019.1"
10855,"ENSG00000266979","LINC01180"
10856,"ENSG00000273976","GOLGA6L1"
10857,"ENSG00000118096","IFT46"
10858,"ENSG00000238186","AL603839.2"
10859,"ENSG00000244391","RN7SL330P"
10860,"ENSG00000230860","CCNB1IP1P2"
10861,"ENSG00000269199","AC003973.1"
10862,"ENSG00000101438","SLC32A1"
10863,"ENSG00000179295","PTPN11"
10864,"ENSG00000257826","AL133304.2"
10866,"ENSG00000239527","RPS23P7"
10867,"ENSG00000182315","MBD3L3"
10868,"ENSG00000188771","PLET1"
10869,"ENSG00000258563","PSMA3P"
10870,"ENSG00000242699","RN7SL516P"
10871,"ENSG00000268743","AC008737.1"
10872,"ENSG00000228338","LINC01784"
10873,"ENSG00000256982","AC135782.1"
10874,"ENSG00000087903","RFX2"
10875,"ENSG00000197993","KEL"
10876,"ENSG00000169241","SLC50A1"
10877,"ENSG00000271502","AL670379.12"
10878,"ENSG00000120526","NUDCD1"
10879,"ENSG00000237464","AL031663.2"
10880,"ENSG00000062485","CS"
10881,"ENSG00000177551","NHLH2"
10882,"ENSG00000277930","AC010722.1"
10883,"ENSG00000239216","AL139420.2"
10884,"ENSG00000234648","AL162151.2"
10885,"ENSG00000173662","TAS1R1"
10886,"ENSG00000164631","ZNF12"
10887,"ENSG00000254674","OR4A42P"
10888,"ENSG00000204909","SPINK9"
10889,"ENSG00000198961","PJA2"
10890,"ENSG00000187676","B3GLCT"
10891,"ENSG00000183668","PSG9"
10892,"ENSG00000215583","ASS1P6"
10893,"ENSG00000274718","AL136964.1"
10894,"ENSG00000223890","AC008171.1"
10895,"ENSG00000266993","AL050343.1"
10896,"ENSG00000113456","RAD1"
10897,"ENSG00000266965","AC090220.1"
10898,"ENSG00000260476","AC104794.3"
10899,"ENSG00000163687","DNASE1L3"
10900,"ENSG00000015568","RGPD5"
10901,"ENSG00000251599","AC116345.3"
10902,"ENSG00000200436","Y_RNA"
10903,"ENSG00000165478","HEPACAM"
10904,"ENSG00000206195","DUXAP8"
10905,"ENSG00000251886","RNU6-120P"
10906,"ENSG00000274809","MIR6078"
10907,"ENSG00000248449","PCDHGB8P"
10908,"ENSG00000137266","SLC22A23"
10909,"ENSG00000255343","AC234917.1"
10910,"ENSG00000114648","KLHL18"
10911,"ENSG00000237751","LINC01143"
10912,"ENSG00000280987","MATR3"
10913,"ENSG00000198868","MTND4LP30"
10914,"ENSG00000132164","SLC6A11"
10915,"ENSG00000264616","MIR4755"
10916,"ENSG00000199032","MIR425"
10917,"ENSG00000176853","FAM91A1"
10918,"ENSG00000260756","AC131649.1"
10919,"ENSG00000259357","AL590133.2"
10920,"ENSG00000173660","UQCRH"
10921,"ENSG00000234426","AL139042.1"
10922,"ENSG00000270038","AL133467.4"
10923,"ENSG00000279658","AC110491.2"
10924,"ENSG00000168883","USP39"
10925,"ENSG00000163239","TDRD10"
10926,"ENSG00000100450","GZMH"
10927,"ENSG00000198019","FCGR1B"
10928,"ENSG00000256904","A2ML1-AS2"
10930,"ENSG00000152056","AP1S3"
10931,"ENSG00000007933","FMO3"
10932,"ENSG00000226521","AC087499.3"
10933,"ENSG00000235236","AC137630.2"
10935,"ENSG00000117480","FAAH"
10936,"ENSG00000255669","AC092471.1"
10937,"ENSG00000200648","RNU6-226P"
10938,"ENSG00000100023","PPIL2"
10939,"ENSG00000232811","AL360270.1"
10940,"ENSG00000255693","LINC02389"
10941,"ENSG00000271088","AL161722.3"
10942,"ENSG00000223478","AL441992.1"
10943,"ENSG00000121417","ZNF211"
10944,"ENSG00000272657","AP000317.2"
10945,"ENSG00000201016","RNU6-374P"
10947,"ENSG00000212553","SNORD116"
10948,"ENSG00000114744","COMMD2"
10949,"ENSG00000252029","RNA5SP253"
10950,"ENSG00000259274","AC107241.1"
10951,"ENSG00000140067","FAM181A"
10952,"ENSG00000198951","NAGA"
10953,"ENSG00000202434","SNORA4"
10954,"ENSG00000168491","CCDC110"
10955,"ENSG00000176619","LMNB2"
10956,"ENSG00000280152","AC009078.3"
10957,"ENSG00000247416","AP000802.1"
10959,"ENSG00000248568","KRT8P48"
10960,"ENSG00000177699","AC011944.1"
10961,"ENSG00000255734","HNRNPABP1"
10962,"ENSG00000251856","MIR449C"
10963,"ENSG00000253169","IGHVII-65-1"
10964,"ENSG00000269552","OR7A8P"
10965,"ENSG00000149527","PLCH2"
10966,"ENSG00000138175","ARL3"
10967,"ENSG00000267089","AC008543.4"
10968,"ENSG00000224031","TCEAL3-AS1"
10969,"ENSG00000272660","AC090425.1"
10970,"ENSG00000147655","RSPO2"
10971,"ENSG00000259747","AC104261.1"
10972,"ENSG00000249363","AC011411.1"
10973,"ENSG00000279068","AC244517.6"
10974,"ENSG00000279343","AC127071.1"
10975,"ENSG00000225487","AL390119.1"
10976,"ENSG00000257167","TMPO-AS1"
10977,"ENSG00000249593","AC011405.1"
10978,"ENSG00000241014","AC114490.1"
10979,"ENSG00000267114","AC011481.1"
10980,"ENSG00000251773","RNU6-1129P"
10981,"ENSG00000156502","SUPV3L1"
10982,"ENSG00000099364","FBXL19"
10984,"ENSG00000255858","AC055720.1"
10985,"ENSG00000259997","IGHV1OR16-4"
10986,"ENSG00000244066","RN7SL148P"
10987,"ENSG00000230578","AC234781.5"
10988,"ENSG00000243697","AC009108.1"
10989,"ENSG00000159496","RGL4"
10990,"ENSG00000168038","ULK4"
10991,"ENSG00000230921","HAO2-IT1"
10992,"ENSG00000225497","KCNMA1-AS2"
10993,"ENSG00000261426","AC144833.1"
10994,"ENSG00000164879","CA3"
10996,"ENSG00000225980","OR7E19P"
10997,"ENSG00000270521","AL450336.1"
10998,"ENSG00000172000","ZNF556"
10999,"ENSG00000253171","AC037450.1"
11000,"ENSG00000278483","MIR8087"
11001,"ENSG00000178171","AMER3"
11002,"ENSG00000276598","MIR6893"
11003,"ENSG00000269177","L34079.2"
11005,"ENSG00000234682","VDAC2P4"
11006,"ENSG00000259082","LINC02314"
11007,"ENSG00000204880","KRTAP4-8"
11008,"ENSG00000249961","TERB1"
11009,"ENSG00000279190","AC007656.2"
11012,"ENSG00000170091","NSG2"
11014,"ENSG00000201547","Y_RNA"
11015,"ENSG00000158955","WNT9B"
11016,"ENSG00000174886","NDUFA11"
11017,"ENSG00000242337","TFP1"
11018,"ENSG00000188120","DAZ1"
11019,"ENSG00000091428","RAPGEF4"
11020,"ENSG00000234229","LINC01505"
11021,"ENSG00000211931","IGHD2-2"
11022,"ENSG00000186326","RGS9BP"
11023,"ENSG00000250829","AC108865.1"
11024,"ENSG00000217809","FAT1P1"
11025,"ENSG00000223591","CENPVL1"
11026,"ENSG00000265888","DSCAS"
11027,"ENSG00000280438","AC091932.4"
11028,"ENSG00000215221","UBA52P6"
11029,"ENSG00000260773","AC055855.2"
11030,"ENSG00000280989","LINC00581"
11031,"ENSG00000005073","HOXA11"
11032,"ENSG00000255478","AP000944.1"
11033,"ENSG00000156261","CCT8"
11034,"ENSG00000130032","PRRG3"
11035,"ENSG00000225643","AL606491.1"
11036,"ENSG00000269997","AC068790.3"
11037,"ENSG00000174306","ZHX3"
11038,"ENSG00000237441","RGL2"
11039,"ENSG00000116001","TIA1"
11041,"ENSG00000176153","GPX2"
11042,"ENSG00000265386","RN7SL219P"
11043,"ENSG00000231057","AC096637.2"
11044,"ENSG00000243853","ALDH7A1P3"
11045,"ENSG00000239396","RN7SL414P"
11046,"ENSG00000250271","AC068647.2"
11047,"ENSG00000236564","YWHAQP5"
11048,"ENSG00000269987","AC004542.2"
11049,"ENSG00000111707","SUDS3"
11050,"ENSG00000109390","NDUFC1"
11051,"ENSG00000274963","RN7SL600P"
11052,"ENSG00000267059","AC005943.1"
11053,"ENSG00000230916","MTCO1P53"
11054,"ENSG00000185561","TLCD2"
11055,"ENSG00000281912","LINC01144"
11056,"ENSG00000259504","AC026992.1"
11057,"ENSG00000145779","TNFAIP8"
11058,"ENSG00000200051","SNORD45"
11059,"ENSG00000199179","MIRLET7I"
11060,"ENSG00000212221","RNU6-220P"
11061,"ENSG00000116668","SWT1"
11062,"ENSG00000259052","AL157871.6"
11063,"ENSG00000226884","RPS29P10"
11064,"ENSG00000253248","AC079098.1"
11065,"ENSG00000258597","SERPINA2"
11067,"ENSG00000179902","C1orf194"
11068,"ENSG00000259697","AC126323.2"
11069,"ENSG00000228759","FAF2P1"
11070,"ENSG00000242062","MARK2P6"
11071,"ENSG00000249513","AC110751.1"
11072,"ENSG00000235163","AC096644.3"
11073,"ENSG00000253073","RN7SKP295"
11074,"ENSG00000118245","TNP1"
11075,"ENSG00000160539","PLPP7"
11076,"ENSG00000176092","CRYBG2"
11077,"ENSG00000183889","AC138969.1"
11078,"ENSG00000270265","AC104819.3"
11079,"ENSG00000262209","PCDHGB3"
11080,"ENSG00000207281","Y_RNA"
11081,"ENSG00000271337","NDE1P2"
11082,"ENSG00000259687","LINC01220"
11083,"ENSG00000280402","AC093525.10"
11084,"ENSG00000238622","SNORD97"
11085,"ENSG00000233609","RPL10P19"
11086,"ENSG00000207394","RNU6-1060P"
11087,"ENSG00000226403","AL392089.1"
11088,"ENSG00000280373","AC091953.5"
11090,"ENSG00000251858","SNORA31"
11091,"ENSG00000253760","AC009812.2"
11092,"ENSG00000280113","AL357140.3"
11093,"ENSG00000224475","AC073900.1"
11094,"ENSG00000239402","CYP4F62P"
11095,"ENSG00000100242","SUN2"
11096,"ENSG00000199849","RNU5F-6P"
11097,"ENSG00000102100","SLC35A2"
11098,"ENSG00000272223","AL136304.1"
11099,"ENSG00000133256","PDE6B"
11100,"ENSG00000234695","AC002076.1"
11101,"ENSG00000260526","AC109347.1"
11102,"ENSG00000183741","CBX6"
11103,"ENSG00000263403","MIR4673"
11104,"ENSG00000238139","AL590559.1"
11105,"ENSG00000186510","CLCNKA"
11106,"ENSG00000254565","MTND2P26"
11107,"ENSG00000281571","AC241585.3"
11108,"ENSG00000196693","ZNF33B"
11109,"ENSG00000237624","OXCT2P1"
11110,"ENSG00000109536","FRG1"
11111,"ENSG00000233336","AC245056.1"
11113,"ENSG00000273437","AC108673.3"
11114,"ENSG00000236120","AC110995.1"
11115,"ENSG00000229807","XIST"
11117,"ENSG00000254266","PKIA-AS1"
11118,"ENSG00000234071","AC010099.3"
11119,"ENSG00000242088","AC090602.1"
11120,"ENSG00000142621","FHAD1"
11121,"ENSG00000196787","HIST1H2AG"
11122,"ENSG00000255363","AP001189.5"
11123,"ENSG00000277030","MIR8071-2"
11124,"ENSG00000136997","MYC"
11125,"ENSG00000127529","OR7C2"
11126,"ENSG00000267640","AC016582.3"
11127,"ENSG00000173327","MAP3K11"
11128,"ENSG00000167767","KRT80"
11129,"ENSG00000272855","AC104458.1"
11130,"ENSG00000258794","DUX4L27"
11131,"ENSG00000216436","HIST1H2APS1"
11132,"ENSG00000253412","IGHVIII-13-1"
11133,"ENSG00000270729","AC004853.1"
11134,"ENSG00000262651","AL513043.2"
11135,"ENSG00000279684","AP003969.2"
11136,"ENSG00000236156","CHCHD4P3"
11137,"ENSG00000271585","SELENOTP2"
11138,"ENSG00000179051","RCC2"
11139,"ENSG00000272308","AC104113.1"
11140,"ENSG00000272477","AC144521.1"
11141,"ENSG00000254345","IGKV2D-23"
11142,"ENSG00000234065","MTND4P26"
11143,"ENSG00000261680","AC093249.5"
11144,"ENSG00000265693","AC026271.5"
11145,"ENSG00000228914","OR1H1P"
11146,"ENSG00000225957","AC231532.1"
11147,"ENSG00000116883","AL591845.1"
11148,"ENSG00000278980","AP003485.1"
11149,"ENSG00000182400","TRAPPC6B"
11150,"ENSG00000109534","GAR1"
11151,"ENSG00000112769","LAMA4"
11152,"ENSG00000267543","AC015802.3"
11153,"ENSG00000220522","AL590002.1"
11154,"ENSG00000250620","LINC02515"
11155,"ENSG00000270753","AP001836.1"
11156,"ENSG00000218632","RPL7P28"
11157,"ENSG00000181192","DHTKD1"
11158,"ENSG00000167286","CD3D"
11159,"ENSG00000263941","RN7SL32P"
11160,"ENSG00000252898","RNU6-1096P"
11161,"ENSG00000180855","ZNF443"
11162,"ENSG00000205696","ADARB2-AS1"
11163,"ENSG00000226337","AL353616.2"
11164,"ENSG00000254490","OR5M7P"
11165,"ENSG00000128789","PSMG2"
11166,"ENSG00000241344","RPL21P47"
11167,"ENSG00000186684","CYP27C1"
11168,"ENSG00000274489","AC124076.1"
11169,"ENSG00000205537","AC121338.1"
11170,"ENSG00000259933","AC009065.2"
11171,"ENSG00000220514","MTND4LP20"
11172,"ENSG00000269124","AC007193.2"
11173,"ENSG00000225742","LINC02036"
11174,"ENSG00000249436","AC008780.2"
11175,"ENSG00000238084","AL031284.1"
11176,"ENSG00000227200","AL162724.1"
11177,"ENSG00000179922","ZNF784"
11178,"ENSG00000263029","AC136624.4"
11180,"ENSG00000226609","AL390067.1"
11181,"ENSG00000123352","SPATS2"
11182,"ENSG00000180190","TDRP"
11183,"ENSG00000203492","OR2N1P"
11184,"ENSG00000236819","LINC01563"
11185,"ENSG00000100505","TRIM9"
11186,"ENSG00000230558","CEACAMP2"
11187,"ENSG00000249238","BCL9P1"
11188,"ENSG00000201812","RNA5SP488"
11189,"ENSG00000228650","AC008940.1"
11190,"ENSG00000234332","BCAS2P2"
11191,"ENSG00000131378","RFTN1"
11192,"ENSG00000268438","BNIP3P27"
11193,"ENSG00000241328","LINC02070"
11194,"ENSG00000240219","AL512306.2"
11195,"ENSG00000260390","AL360014.1"
11197,"ENSG00000268746","AC010519.1"
11199,"ENSG00000253508","AC004080.2"
11200,"ENSG00000226067","LINC00623"
11201,"ENSG00000107968","MAP3K8"
11202,"ENSG00000242393","AC010141.3"
11203,"ENSG00000231625","AC115989.1"
11204,"ENSG00000224297","AL158825.1"
11205,"ENSG00000201969","SNORD115-20"
11206,"ENSG00000112245","PTP4A1"
11207,"ENSG00000155755","TMEM237"
11208,"ENSG00000273746","AC234791.1"
11209,"ENSG00000188163","FAM166A"
11210,"ENSG00000227911","LINC02344"
11211,"ENSG00000252595","RN7SKP82"
11212,"ENSG00000269791","SSX4B"
11213,"ENSG00000129194","SOX15"
11214,"ENSG00000199515","Y_RNA"
11215,"ENSG00000179776","CDH5"
11216,"ENSG00000230592","RPSAP8"
11217,"ENSG00000078070","MCCC1"
11218,"ENSG00000141034","GID4"
11219,"ENSG00000233154","LINC01762"
11220,"ENSG00000136875","PRPF4"
11221,"ENSG00000254444","AC022762.1"
11222,"ENSG00000075391","RASAL2"
11223,"ENSG00000235408","SNORA71B"
11224,"ENSG00000254953","AP001803.1"
11225,"ENSG00000277368","AL138966.2"
11226,"ENSG00000235436","DPY19L2P4"
11227,"ENSG00000224402","OR6D1P"
11228,"ENSG00000232424","USP9YP29"
11229,"ENSG00000172568","FNDC9"
11230,"ENSG00000109686","SH3D19"
11231,"ENSG00000279542","AC015908.5"
11232,"ENSG00000199791","RNU6-451P"
11233,"ENSG00000251301","LINC02384"
11234,"ENSG00000248366","TRAJ51"
11235,"ENSG00000254863","AP001360.1"
11236,"ENSG00000239521","GATS"
11237,"ENSG00000180926","OR7E18P"
11238,"ENSG00000254656","RTL1"
11239,"ENSG00000170703","TTLL6"
11240,"ENSG00000270068","AC125494.3"
11242,"ENSG00000230623","AC104461.1"
11243,"ENSG00000252461","SNORA43"
11244,"ENSG00000229962","AP000221.1"
11245,"ENSG00000279708","AC133637.1"
11247,"ENSG00000265861","MIR4495"
11248,"ENSG00000239705","AL354710.2"
11250,"ENSG00000223308","RN7SKP101"
11251,"ENSG00000134371","CDC73"
11253,"ENSG00000254685","FPGT"
11254,"ENSG00000258549","AL161713.1"
11255,"ENSG00000247372","AC008897.2"
11256,"ENSG00000229065","AL354893.2"
11257,"ENSG00000196449","YRDC"
11258,"ENSG00000234817","AL136309.2"
11259,"ENSG00000255393","AP000790.2"
11260,"ENSG00000276015","KCNQ1OT1_5"
11262,"ENSG00000187605","TET3"
11263,"ENSG00000271527","AL606495.2"
11265,"ENSG00000277363","SRCIN1"
11266,"ENSG00000141086","CTRL"
11267,"ENSG00000240966","RN7SL681P"
11268,"ENSG00000261259","AC142086.5"
11269,"ENSG00000135624","CCT7"
11270,"ENSG00000133067","LGR6"
11271,"ENSG00000147144","CCDC120"
11272,"ENSG00000277684","AL392048.1"
11273,"ENSG00000116809","ZBTB17"
11274,"ENSG00000171885","AQP4"
11275,"ENSG00000166313","APBB1"
11276,"ENSG00000213025","COX20P1"
11277,"ENSG00000275048","BSNDP1"
11278,"ENSG00000215580","BCORP1"
