"Index","Ensembl.ID","Gene.name"
25763,"ENSG00000223525","RABGAP1L-IT1"
25764,"ENSG00000254219","AC087439.2"
25765,"ENSG00000260577","AC126773.2"
25766,"ENSG00000201954","RNU6-673P"
25767,"ENSG00000181997","AQP7P2"
25768,"ENSG00000236681","DSTNP5"
25769,"ENSG00000158488","CD1E"
25770,"ENSG00000174059","CD34"
25771,"ENSG00000110911","SLC11A2"
25772,"ENSG00000243855","RPL12P5"
25773,"ENSG00000257183","AC090502.3"
25774,"ENSG00000253571","AC087369.1"
25775,"ENSG00000276403","AC105105.5"
25776,"ENSG00000211871","TRAJ18"
25777,"ENSG00000240445","FOXO3B"
25778,"ENSG00000157064","NMNAT2"
25779,"ENSG00000227661","MTCO3P18"
25780,"ENSG00000233661","SPIN4-AS1"
25781,"ENSG00000157881","PANK4"
25782,"ENSG00000229875","EIF1P1"
25783,"ENSG00000278678","CYCSP41"
25784,"ENSG00000256254","AP000619.3"
25785,"ENSG00000260296","AC095057.3"
25786,"ENSG00000109758","HGFAC"
25787,"ENSG00000249609","AC080188.2"
25788,"ENSG00000147535","PLPP5"
25789,"ENSG00000257907","EEF1A1P17"
25790,"ENSG00000253232","AC091144.1"
25792,"ENSG00000106462","EZH2"
25793,"ENSG00000275106","AC025594.3"
25794,"ENSG00000136603","SKIL"
25795,"ENSG00000230280","HNRNPA1P59"
25796,"ENSG00000259873","AC009117.1"
25797,"ENSG00000227906","SNAP25-AS1"
25798,"ENSG00000252746","RNU6-273P"
25799,"ENSG00000152404","CWF19L2"
25800,"ENSG00000236864","AC068295.1"
25801,"ENSG00000241128","OR14A2"
25802,"ENSG00000254708","AL139174.1"
25803,"ENSG00000261636","LINC02191"
25804,"ENSG00000172139","SLC9C1"
25805,"ENSG00000064961","HMG20B"
25806,"ENSG00000227970","NR1H5P"
25807,"ENSG00000250050","MTND4P9"
25808,"ENSG00000270689","BUD13P1"
25809,"ENSG00000240849","TMEM189"
25811,"ENSG00000260896","LINC02170"
25812,"ENSG00000257773","ST13P3"
25813,"ENSG00000213380","COG8"
25814,"ENSG00000270794","AC005185.1"
25816,"ENSG00000101457","DNTTIP1"
25817,"ENSG00000260633","AC010207.1"
25818,"ENSG00000261882","AC006600.1"
25819,"ENSG00000272288","AL451165.2"
25821,"ENSG00000206422","LRRC30"
25822,"ENSG00000213018","AL590762.1"
25823,"ENSG00000167981","ZNF597"
25824,"ENSG00000183340","JRKL"
25825,"ENSG00000265954","MIR4749"
25826,"ENSG00000252027","RNU6ATAC14P"
25827,"ENSG00000258017","AC011603.2"
25828,"ENSG00000231837","RPS7P2"
25829,"ENSG00000106772","PRUNE2"
25831,"ENSG00000213525","AL357037.1"
25832,"ENSG00000230612","AC004039.1"
25833,"ENSG00000270387","AC115621.1"
25834,"ENSG00000252037","RNU6-162P"
25835,"ENSG00000115446","UNC50"
25836,"ENSG00000200473","RNA5SP507"
25837,"ENSG00000124935","SCGB1D2"
25838,"ENSG00000277463","AC080038.2"
25839,"ENSG00000254453","NAV2-AS2"
25840,"ENSG00000280233","AC015813.7"
25841,"ENSG00000237953","AC013267.1"
25842,"ENSG00000238358","AC004969.1"
25843,"ENSG00000235586","AC011247.2"
25844,"ENSG00000226370","LINC00375"
25845,"ENSG00000259390","AC022196.1"
25846,"ENSG00000231219","PRAMEF32P"
25847,"ENSG00000202081","RNU6-1280P"
25848,"ENSG00000221633","U3"
25849,"ENSG00000201861","RNA5SP298"
25850,"ENSG00000160182","TFF1"
25851,"ENSG00000131669","NINJ1"
25852,"ENSG00000121989","ACVR2A"
25853,"ENSG00000119929","CUTC"
25854,"ENSG00000202377","SNORA25B"
25855,"ENSG00000212122","TSSK1B"
25856,"ENSG00000280079","AC011447.7"
25857,"ENSG00000171970","ZNF57"
25858,"ENSG00000135414","GDF11"
25859,"ENSG00000237842","AL157713.1"
25860,"ENSG00000104412","EMC2"
25861,"ENSG00000179862","CITED4"
25862,"ENSG00000237324","AC093158.1"
25863,"ENSG00000189398","OR7E12P"
25864,"ENSG00000116171","SCP2"
25865,"ENSG00000229424","AC007349.1"
25866,"ENSG00000126461","SCAF1"
25867,"ENSG00000258975","AL133279.2"
25868,"ENSG00000091073","DTX2"
25869,"ENSG00000211859","TRAJ30"
25870,"ENSG00000249290","AC010181.1"
25871,"ENSG00000244630","AC022493.1"
25872,"ENSG00000178773","CPNE7"
25873,"ENSG00000204564","C6orf136"
25874,"ENSG00000006453","BAIAP2L1"
25875,"ENSG00000142235","LMTK3"
25876,"ENSG00000070756","PABPC1"
25877,"ENSG00000255760","LINC02422"
25878,"ENSG00000236852","BX322784.1"
25879,"ENSG00000067082","KLF6"
25880,"ENSG00000104783","KCNN4"
25881,"ENSG00000134058","CDK7"
25882,"ENSG00000167654","ATCAY"
25883,"ENSG00000266919","AC104984.5"
25884,"ENSG00000236996","MLIP-IT1"
25885,"ENSG00000225573","RPL35P5"
25886,"ENSG00000236844","AC069213.3"
25887,"ENSG00000271421","AC005191.1"
25888,"ENSG00000237728","Z97987.1"
25889,"ENSG00000229036","VDAC1P8"
25890,"ENSG00000101384","JAG1"
25891,"ENSG00000169967","MAP3K2"
25893,"ENSG00000110244","APOA4"
25894,"ENSG00000230407","AC018717.1"
25895,"ENSG00000116670","MAD2L2"
25896,"ENSG00000201311","Y_RNA"
25898,"ENSG00000259944","CDRT7"
25899,"ENSG00000257109","OR4F28P"
25900,"ENSG00000225541","AC002480.1"
25901,"ENSG00000217026","RPL10P1"
25902,"ENSG00000225369","AC009506.2"
25903,"ENSG00000246067","RAB30-AS1"
25904,"ENSG00000100941","PNN"
25905,"ENSG00000266905","AC114684.1"
25906,"ENSG00000011485","PPP5C"
25907,"ENSG00000198130","HIBCH"
25908,"ENSG00000187185","AC092118.1"
25909,"ENSG00000109756","RAPGEF2"
25910,"ENSG00000178187","ZNF454"
25911,"ENSG00000011275","RNF216"
25912,"ENSG00000237087","AC068134.2"
25913,"ENSG00000257220","FAM213AP1"
25914,"ENSG00000233134","MTND3P17"
25915,"ENSG00000165874","FAM35BP"
25917,"ENSG00000252762","SNORA31"
25918,"ENSG00000143479","DYRK3"
25919,"ENSG00000234941","AL117339.3"
25920,"ENSG00000236425","AC069213.2"
25921,"ENSG00000162298","SYVN1"
25922,"ENSG00000244062","AC080128.1"
25923,"ENSG00000171843","MLLT3"
25924,"ENSG00000256310","NDUFA5P6"
25925,"ENSG00000223917","AC009237.1"
25926,"ENSG00000204399","AC012306.1"
25927,"ENSG00000267247","AP005264.3"
25928,"ENSG00000237759","AL590483.2"
25930,"ENSG00000134884","ARGLU1"
25931,"ENSG00000090530","P3H2"
25932,"ENSG00000278881","FP325331.1"
25933,"ENSG00000222693","RN7SKP120"
25934,"ENSG00000229948","B3GALNT1P1"
25935,"ENSG00000213016","AC245036.1"
25936,"ENSG00000263241","MTCYBP33"
25937,"ENSG00000232393","RPL5P6"
25938,"ENSG00000188856","RPSAP47"
25939,"ENSG00000248516","AC105415.1"
25940,"ENSG00000228071","RPL7P47"
25941,"ENSG00000222532","MIR1468"
25942,"ENSG00000201695","RNA5SP334"
25943,"ENSG00000262837","AC027801.5"
25944,"ENSG00000076650","GPATCH1"
25945,"ENSG00000255254","HIGD1AP5"
25946,"ENSG00000270412","AL136084.3"
25947,"ENSG00000182552","RWDD4"
25948,"ENSG00000225137","DYNC1I2P1"
25949,"ENSG00000255807","PTP4A1P2"
25950,"ENSG00000197165","SULT1A2"
25951,"ENSG00000248560","AC008620.2"
25952,"ENSG00000143365","RORC"
25953,"ENSG00000223037","RNU6-284P"
25955,"ENSG00000227066","Z98257.1"
25956,"ENSG00000223658","C1GALT1C1L"
25957,"ENSG00000200171","Y_RNA"
25958,"ENSG00000167494","NOS2P2"
25959,"ENSG00000274702","AL357559.1"
25961,"ENSG00000100003","SEC14L2"
25962,"ENSG00000188321","ZNF559"
25963,"ENSG00000225984","HMGB1P26"
25964,"ENSG00000166592","RRAD"
25965,"ENSG00000173673","HES3"
25966,"ENSG00000263750","MIR548AV"
25967,"ENSG00000248880","ICE2P1"
25968,"ENSG00000255127","AP003171.2"
25969,"ENSG00000235803","MTCO2P23"
25970,"ENSG00000207154","RNU1-46P"
25971,"ENSG00000127415","IDUA"
25972,"ENSG00000188486","H2AFX"
25973,"ENSG00000227058","BX510359.2"
25974,"ENSG00000279420","AC138627.2"
25975,"ENSG00000146223","RPL7L1"
25976,"ENSG00000140511","HAPLN3"
25977,"ENSG00000185088","RPS27L"
25978,"ENSG00000180869","LINC01555"
25979,"ENSG00000276758","AC245884.12"
25980,"ENSG00000143367","TUFT1"
25981,"ENSG00000252554","RNU6-861P"
25982,"ENSG00000277446","Metazoa_SRP"
25983,"ENSG00000251973","RNU6-473P"
25984,"ENSG00000271057","AC073648.5"
25985,"ENSG00000203413","ACTBP6"
25986,"ENSG00000229551","GAPDHP17"
25987,"ENSG00000069188","SDK2"
25988,"ENSG00000147127","RAB41"
25989,"ENSG00000170099","SERPINA6"
25990,"ENSG00000226169","AL121885.1"
25991,"ENSG00000249815","AC004704.1"
25992,"ENSG00000130311","DDA1"
25993,"ENSG00000119977","TCTN3"
25994,"ENSG00000274059","5S_rRNA"
25995,"ENSG00000086730","LAT2"
25996,"ENSG00000204173","LRRC37A5P"
25997,"ENSG00000207524","RNU6-33P"
25998,"ENSG00000233824","AC003985.1"
25999,"ENSG00000266890","MIR4634"
26000,"ENSG00000183090","FREM3"
26001,"ENSG00000276564","AC130650.2"
26002,"ENSG00000249091","AC093903.1"
26005,"ENSG00000101306","MYLK2"
26006,"ENSG00000254627","AL035078.2"
26007,"ENSG00000275725","AC104010.1"
26008,"ENSG00000205488","CALML3-AS1"
26009,"ENSG00000197181","PIWIL2"
26010,"ENSG00000253519","AC106801.1"
26011,"ENSG00000206665","RNU6-573P"
26012,"ENSG00000255397","AC022182.3"
26013,"ENSG00000232601","AC069218.2"
26014,"ENSG00000108883","EFTUD2"
26015,"ENSG00000214761","HNRNPA1P15"
26016,"ENSG00000274966","AC019322.3"
26017,"ENSG00000233569","AL161630.1"
26018,"ENSG00000211911","IGHD3-22"
26019,"ENSG00000197183","NOL4L"
26020,"ENSG00000225806","AL121917.1"
26021,"ENSG00000230454","U73166.1"
26022,"ENSG00000224244","AC073508.1"
26023,"ENSG00000227307","AC010998.1"
26024,"ENSG00000123977","DAW1"
26025,"ENSG00000128710","HOXD10"
26026,"ENSG00000225214","AC079790.1"
26027,"ENSG00000249438","KRT18P45"
26028,"ENSG00000255274","SMIM35"
26029,"ENSG00000255387","AC015689.2"
26030,"ENSG00000125505","MBOAT7"
26031,"ENSG00000235151","AC131097.4"
26033,"ENSG00000228150","AL357140.2"
26034,"ENSG00000119431","HDHD3"
26035,"ENSG00000160058","BSDC1"
26036,"ENSG00000227108","IGHD1-14"
26037,"ENSG00000222636","RN7SKP54"
26038,"ENSG00000233366","ZNF90P2"
26039,"ENSG00000244502","HDAC11-AS1"
26040,"ENSG00000255246","AP000793.1"
26041,"ENSG00000240888","AC131210.1"
26042,"ENSG00000271079","CTAGE15"
26043,"ENSG00000214047","RPS11P7"
26044,"ENSG00000174521","TTC9B"
26045,"ENSG00000215957","MIR300"
26046,"ENSG00000170860","LSM3"
26047,"ENSG00000267801","AC087289.5"
26048,"ENSG00000243519","IGLVIVOR22-2"
26050,"ENSG00000225315","AL591178.1"
26051,"ENSG00000254887","AC010247.1"
26052,"ENSG00000229690","MTCO2P1"
26053,"ENSG00000280418","AC007326.2"
26054,"ENSG00000223620","RBM48P1"
26055,"ENSG00000212186","RNU6-258P"
26056,"ENSG00000173261","PLAC8L1"
26057,"ENSG00000243505","RN7SL240P"
26058,"ENSG00000235827","TUBB8P9"
26059,"ENSG00000256987","AC023050.4"
26060,"ENSG00000133020","MYH8"
26061,"ENSG00000269235","ZNF350-AS1"
26062,"ENSG00000147649","MTDH"
26064,"ENSG00000117758","STX12"
26065,"ENSG00000099995","SF3A1"
26066,"ENSG00000279962","AP001525.1"
26067,"ENSG00000214344","OR4F13P"
26068,"ENSG00000211905","IGHJ1"
26069,"ENSG00000172315","TP53RK"
26070,"ENSG00000244493","SLC9A9-AS2"
26071,"ENSG00000115145","STAM2"
26072,"ENSG00000103429","BFAR"
26073,"ENSG00000225830","ERCC6"
26074,"ENSG00000236325","AC005300.1"
26075,"ENSG00000228915","OR7E128P"
26076,"ENSG00000174951","FUT1"
26077,"ENSG00000131051","RBM39"
26079,"ENSG00000223656","HMGB3P10"
26080,"ENSG00000224346","BICD1P1"
26081,"ENSG00000252108","RNU6-1232P"
26082,"ENSG00000198223","CSF2RA"
26083,"ENSG00000268789","VN1R87P"
26084,"ENSG00000188803","SHISA6"
26085,"ENSG00000163689","C3orf67"
26086,"ENSG00000234851","RPL23AP42"
26087,"ENSG00000278708","HOTTIP_2"
26088,"ENSG00000256576","LINC02361"
26089,"ENSG00000255143","AP000879.2"
26092,"ENSG00000262623","AC004584.2"
26093,"ENSG00000242068","AC108734.3"
26094,"ENSG00000254949","GNG5P3"
26095,"ENSG00000253008","MIR2355"
26096,"ENSG00000278736","FO393412.1"
26097,"ENSG00000178896","EXOSC4"
26098,"ENSG00000184828","ZBTB7C"
26099,"ENSG00000231582","MTND4LP21"
26100,"ENSG00000156253","RWDD2B"
26101,"ENSG00000260107","AC005606.1"
26102,"ENSG00000224045","PAEPP1"
26103,"ENSG00000211643","IGLV5-52"
26105,"ENSG00000231172","AC007099.1"
26106,"ENSG00000174945","AMZ1"
26107,"ENSG00000274998","SNORA17A"
26108,"ENSG00000135519","KCNH3"
26109,"ENSG00000242659","AC108693.2"
26110,"ENSG00000231023","LINC00326"
26111,"ENSG00000038274","MAT2B"
26112,"ENSG00000211991","MIR676"
26113,"ENSG00000266043","MIR3649"
26114,"ENSG00000171223","JUNB"
26115,"ENSG00000179832","MROH1"
26116,"ENSG00000169696","ASPSCR1"
26117,"ENSG00000252601","SNORA18"
26118,"ENSG00000224051","CPTP"
26119,"ENSG00000086205","FOLH1"
26120,"ENSG00000196295","AC005154.1"
26121,"ENSG00000226725","PABPC1L2B-AS1"
26122,"ENSG00000255863","AC073610.2"
26123,"ENSG00000147113","CXorf36"
26124,"ENSG00000224370","AC093392.2"
26125,"ENSG00000272741","AC069257.3"
26126,"ENSG00000231724","AC112907.1"
26127,"ENSG00000151834","GABRA2"
26128,"ENSG00000232964","LINC01737"
26129,"ENSG00000266472","MRPS21"
26130,"ENSG00000207737","MIR181B2"
26131,"ENSG00000095906","NUBP2"
26132,"ENSG00000135373","EHF"
26134,"ENSG00000229159","TSPY23P"
26135,"ENSG00000225808","DNAJC19P5"
26136,"ENSG00000118454","ANKRD13C"
26137,"ENSG00000149313","AASDHPPT"
26138,"ENSG00000233635","AC015923.1"
26139,"ENSG00000239689","RPL17P46"
26140,"ENSG00000249861","LGALS16"
26141,"ENSG00000211876","TRAJ13"
26142,"ENSG00000181085","MAPK15"
26143,"ENSG00000127884","ECHS1"
26144,"ENSG00000101624","CEP76"
26145,"ENSG00000187082","DEFB106B"
26146,"ENSG00000167741","GGT6"
26147,"ENSG00000227629","SLC25A15P1"
26149,"ENSG00000088298","EDEM2"
26150,"ENSG00000235555","SUMO1P4"
26151,"ENSG00000251686","OR10J8P"
26152,"ENSG00000225002","AL732323.1"
26153,"ENSG00000220030","AL356131.1"
26154,"ENSG00000170956","CEACAM3"
26155,"ENSG00000257900","AL162632.1"
26156,"ENSG00000278816","AL121890.5"
26157,"ENSG00000205420","KRT6A"
26158,"ENSG00000181544","FANCB"
26159,"ENSG00000115350","POLE4"
26160,"ENSG00000227855","DPY19L2P3"
26161,"ENSG00000214049","UCA1"
26162,"ENSG00000244459","AC147067.1"
26163,"ENSG00000259870","AC024651.2"
26164,"ENSG00000203972","GLYATL3"
26165,"ENSG00000277500","AC026951.2"
26166,"ENSG00000241722","AC083795.1"
26167,"ENSG00000232850","PTGES2-AS1"
26168,"ENSG00000174715","PPIAP72"
26169,"ENSG00000215356","ZNF705B"
26170,"ENSG00000259425","AC011767.1"
26171,"ENSG00000254961","TUBB4BP4"
26172,"ENSG00000254865","AC100763.1"
26173,"ENSG00000229873","OGFR-AS1"
26174,"ENSG00000249920","HNRNPA1P55"
26175,"ENSG00000274164","RNA5SP439"
26176,"ENSG00000213881","NPM1P6"
26177,"ENSG00000025796","SEC63"
26178,"ENSG00000090659","CD209"
26179,"ENSG00000162438","CTRC"
26180,"ENSG00000223877","RPS8P10"
26181,"ENSG00000214843","ZFYVE9P2"
26182,"ENSG00000125520","SLC2A4RG"
26183,"ENSG00000213178","AC074033.1"
26184,"ENSG00000226938","AC119428.1"
26185,"ENSG00000269072","AC063977.6"
26186,"ENSG00000273948","SMCR2_1"
26187,"ENSG00000253808","IGHVII-46-1"
26188,"ENSG00000169474","SPRR1A"
26189,"ENSG00000264127","SCML2P1"
26190,"ENSG00000133878","DUSP26"
26191,"ENSG00000279991","AC009044.1"
26192,"ENSG00000224348","AL592076.1"
26193,"ENSG00000236032","OR5H14"
26194,"ENSG00000251634","AC145138.1"
26195,"ENSG00000273762","VN1R76P"
26197,"ENSG00000233271","AL590440.1"
26198,"ENSG00000164303","ENPP6"
26199,"ENSG00000067445","TRO"
26200,"ENSG00000206599","RNU6-841P"
26201,"ENSG00000092421","SEMA6A"
26202,"ENSG00000264066","AC024267.1"
26203,"ENSG00000147255","IGSF1"
26204,"ENSG00000233656","AL445430.1"
26205,"ENSG00000091009","RBM27"
26206,"ENSG00000263464","PPIAL4C"
26207,"ENSG00000279148","AC126474.1"
26208,"ENSG00000258908","AL355075.3"
26209,"ENSG00000151422","FER"
26210,"ENSG00000261089","CDC37P2"
26211,"ENSG00000279501","CR392039.3"
26212,"ENSG00000260447","AC009065.3"
26213,"ENSG00000223991","AC104809.1"
26214,"ENSG00000202468","RNU4-17P"
26215,"ENSG00000018607","ZNF806"
26216,"ENSG00000253854","AC010834.3"
26217,"ENSG00000223429","AL139156.1"
26218,"ENSG00000188124","OR2AG2"
26219,"ENSG00000239498","AC019211.1"
26220,"ENSG00000153563","CD8A"
26221,"ENSG00000279253","AL121753.2"
26222,"ENSG00000237936","AL353093.1"
26223,"ENSG00000279639","AC135068.5"
26224,"ENSG00000213213","CCDC183"
26225,"ENSG00000265784","AC006441.3"
26226,"ENSG00000274832","AC233724.15"
26227,"ENSG00000125691","RPL23"
26228,"ENSG00000141391","PRELID3A"
26229,"ENSG00000146722","AC211486.1"
26230,"ENSG00000256691","AC005908.2"
26231,"ENSG00000281883","AL512506.3"
26232,"ENSG00000231353","AL355994.1"
26233,"ENSG00000268105","AC124856.1"
26234,"ENSG00000170464","DNAJC18"
26235,"ENSG00000239127","SNORD125"
26236,"ENSG00000261194","LINC01898"
26237,"ENSG00000196455","PIK3R4"
26238,"ENSG00000275527","AC100835.2"
26239,"ENSG00000251195","AC105417.1"
26240,"ENSG00000230988","RPL23AP11"
26241,"ENSG00000239466","RN7SL552P"
26242,"ENSG00000272599","AC016394.1"
26243,"ENSG00000113140","SPARC"
26245,"ENSG00000272789","AC010976.2"
26246,"ENSG00000248703","LINC02415"
26247,"ENSG00000273687","AC004223.4"
26248,"ENSG00000204501","PRAMEF15"
26249,"ENSG00000136960","ENPP2"
26250,"ENSG00000277967","ZNFX1-AS1_3"
26251,"ENSG00000243738","RN7SL181P"
26252,"ENSG00000199968","SNORD115-19"
26253,"ENSG00000146112","PPP1R18"
26255,"ENSG00000203799","CCDC162P"
26256,"ENSG00000125503","PPP1R12C"
26257,"ENSG00000236678","LINC00347"
26258,"ENSG00000138600","SPPL2A"
26259,"ENSG00000207209","Y_RNA"
26260,"ENSG00000164091","WDR82"
26261,"ENSG00000272414","FAM47E-STBD1"
26262,"ENSG00000276810","AC244093.2"
26263,"ENSG00000279788","CU638689.3"
26264,"ENSG00000223973","AC068491.1"
26265,"ENSG00000144355","DLX1"
26266,"ENSG00000166869","CHP2"
26267,"ENSG00000229369","AL450263.2"
26268,"ENSG00000268066","FMR1-AS1"
26269,"ENSG00000259188","AC025040.1"
26270,"ENSG00000004142","POLDIP2"
26271,"ENSG00000244253","RPS29P24"
26272,"ENSG00000119723","COQ6"
26273,"ENSG00000070019","GUCY2C"
26274,"ENSG00000230404","AL161640.1"
26275,"ENSG00000223963","THAP12P8"
26276,"ENSG00000244198","AC004889.1"
26277,"ENSG00000248235","AC037459.1"
26278,"ENSG00000147485","PXDNL"
26279,"ENSG00000132000","PODNL1"
26280,"ENSG00000176563","CNTD1"
26281,"ENSG00000259546","AC027808.1"
26282,"ENSG00000279514","OR4C16"
26283,"ENSG00000169676","DRD5"
26284,"ENSG00000144488","ESPNL"
26285,"ENSG00000230216","HSPB1P2"
26286,"ENSG00000237706","TRIM51EP"
26287,"ENSG00000197128","ZNF772"
26288,"ENSG00000183431","SF3A3"
26289,"ENSG00000199870","Y_RNA"
26290,"ENSG00000274516","FAM74A6"
26291,"ENSG00000203585","LINC02408"
26292,"ENSG00000254702","AP002353.1"
26293,"ENSG00000239571","IGKV2D-30"
26294,"ENSG00000255454","AC100770.1"
26295,"ENSG00000206699","Y_RNA"
26296,"ENSG00000134594","RAB33A"
26297,"ENSG00000237885","AL359672.1"
26298,"ENSG00000201909","RNU6-590P"
26299,"ENSG00000253750","AC090136.1"
26300,"ENSG00000146276","GABRR1"
26301,"ENSG00000201176","RNU6-853P"
26302,"ENSG00000233219","AC008080.3"
26303,"ENSG00000173572","NLRP13"
26304,"ENSG00000242417","RPL18P1"
26305,"ENSG00000168490","PHYHIP"
26306,"ENSG00000237730","AC078991.1"
26307,"ENSG00000170684","ZNF296"
26308,"ENSG00000261245","AC093520.2"
26309,"ENSG00000205838","TTC23L"
26310,"ENSG00000226526","AL049569.1"
26311,"ENSG00000188599","NPIPP1"
26312,"ENSG00000270896","AL645939.4"
26313,"ENSG00000273476","AL133215.3"
26314,"ENSG00000200852","RNA5SP499"
26315,"ENSG00000222069","RN7SKP285"
26316,"ENSG00000258930","AC005230.1"
26317,"ENSG00000226321","CROCC2"
26318,"ENSG00000279127","AL121950.1"
26319,"ENSG00000280543","ASAP1-IT2"
26320,"ENSG00000251643","AC093763.2"
26321,"ENSG00000131711","MAP1B"
26322,"ENSG00000167390","POM121L3P"
26323,"ENSG00000169826","CSGALNACT2"
26324,"ENSG00000239377","AC073111.1"
26325,"ENSG00000173540","GMPPB"
26326,"ENSG00000259770","AC015871.1"
26328,"ENSG00000249276","AC104119.1"
26329,"ENSG00000089327","FXYD5"
26330,"ENSG00000185324","CDK10"
26331,"ENSG00000232545","AC253536.3"
26333,"ENSG00000251260","WDFY3-AS1"
26334,"ENSG00000167995","BEST1"
26335,"ENSG00000163472","TMEM79"
26336,"ENSG00000281100","AC105749.1"
26338,"ENSG00000114480","GBE1"
26339,"ENSG00000280420","AC005355.2"
26340,"ENSG00000182271","TMIGD1"
26341,"ENSG00000164093","PITX2"
26342,"ENSG00000151778","SERP2"
26343,"ENSG00000255850","TMEM5-AS1"
26344,"ENSG00000249019","AC108471.1"
26345,"ENSG00000125695","AC046185.1"
26346,"ENSG00000104299","INTS9"
26347,"ENSG00000201162","RNU6-454P"
26348,"ENSG00000267055","AC007001.1"
26349,"ENSG00000188883","KLRG2"
26350,"ENSG00000075089","ACTR6"
26351,"ENSG00000243978","RTL9"
26352,"ENSG00000179057","IGSF22"
26353,"ENSG00000199005","MIR370"
26354,"ENSG00000277739","RNA5-8SN5"
26355,"ENSG00000254193","AC131281.2"
26356,"ENSG00000272896","AL355987.3"
26357,"ENSG00000155066","PROM2"
26358,"ENSG00000260053","ABCB10P4"
26359,"ENSG00000164825","DEFB1"
26360,"ENSG00000270824","IGHD5OR15-5B"
26361,"ENSG00000248883","B4GALNT2P1"
26362,"ENSG00000152214","RIT2"
26363,"ENSG00000280312","Z83836.1"
26364,"ENSG00000253781","ZNF317P1"
26365,"ENSG00000073754","CD5L"
26366,"ENSG00000251536","AC055717.1"
26367,"ENSG00000253894","AC011124.2"
26368,"ENSG00000281691","RBM5-AS1"
26369,"ENSG00000141425","RPRD1A"
26370,"ENSG00000279427","AC007490.1"
26371,"ENSG00000142627","EPHA2"
26372,"ENSG00000172640","OR10AD1"
26373,"ENSG00000102870","ZNF629"
26374,"ENSG00000249306","LINC01411"
26375,"ENSG00000272104","Z84492.1"
26376,"ENSG00000219806","ATP5F1P6"
26377,"ENSG00000240572","AC107297.1"
26378,"ENSG00000277498","AC107081.3"
26379,"ENSG00000238051","ISCUP1"
26380,"ENSG00000277969","AC006449.6"
26381,"ENSG00000182347","PDSS1P1"
26382,"ENSG00000273830","MIR7843"
26383,"ENSG00000232886","AF212831.1"
26384,"ENSG00000236021","AL359265.3"
26385,"ENSG00000176742","OR51V1"
26386,"ENSG00000267369","AC015911.7"
26387,"ENSG00000110514","MADD"
26388,"ENSG00000267393","AP002439.1"
26389,"ENSG00000153093","ACOXL"
26390,"ENSG00000274884","AL117190.3"
26391,"ENSG00000230314","ELOVL2-AS1"
26392,"ENSG00000228672","PROB1"
26393,"ENSG00000239559","RPL37P2"
26394,"ENSG00000276958","AL590099.1"
26395,"ENSG00000142619","PADI3"
26396,"ENSG00000236432","AC097662.1"
26397,"ENSG00000199455","RNA5SP191"
26398,"ENSG00000266329","MIR4281"
26399,"ENSG00000221946","FXYD7"
26400,"ENSG00000226388","ELL2P4"
26401,"ENSG00000185760","KCNQ5"
26402,"ENSG00000157214","STEAP2"
26403,"ENSG00000255830","AC069240.1"
26404,"ENSG00000238045","AC009133.1"
26405,"ENSG00000281005","LINC00921"
26406,"ENSG00000170604","IRF2BP1"
26407,"ENSG00000219149","PPIAP87"
26408,"ENSG00000272537","AC005014.3"
26409,"ENSG00000251169","LINC01843"
26410,"ENSG00000198363","ASPH"
26411,"ENSG00000259316","AC087632.1"
26412,"ENSG00000206977","SNORA8"
26413,"ENSG00000260450","LINC02134"
26414,"ENSG00000238457","RNU7-169P"
26415,"ENSG00000237708","AL139397.2"
26416,"ENSG00000182134","TDRKH"
26418,"ENSG00000238138","AC027124.2"
26419,"ENSG00000230531","MTND5P7"
26420,"ENSG00000162779","AXDND1"
26421,"ENSG00000168246","UBTD2"
26422,"ENSG00000176222","ZNF404"
26423,"ENSG00000210082","MT-RNR2"
26424,"ENSG00000241246","RN7SL302P"
26425,"ENSG00000225217","HSPA7"
26426,"ENSG00000255466","OR5AL2P"
26427,"ENSG00000248555","LINC01339"
26428,"ENSG00000253765","IGKV2D-19"
26429,"ENSG00000238232","AL356364.1"
26430,"ENSG00000228206","AC016717.1"
26431,"ENSG00000277034","SNORA71"
26432,"ENSG00000189334","S100A14"
26433,"ENSG00000107651","SEC23IP"
26434,"ENSG00000238447","RNU7-134P"
26435,"ENSG00000266268","AP005203.1"
26436,"ENSG00000227890","PSMA2P3"
26437,"ENSG00000271806","AL590822.2"
26438,"ENSG00000147394","ZNF185"
26439,"ENSG00000272182","AC135507.1"
26440,"ENSG00000264188","AC106037.1"
26441,"ENSG00000271936","AC012073.1"
26442,"ENSG00000225648","SBDSP1"
26443,"ENSG00000222067","RNU4-86P"
26444,"ENSG00000272473","AC006273.1"
26445,"ENSG00000273252","OR7E39P"
26446,"ENSG00000163453","IGFBP7"
26447,"ENSG00000234700","MTCO1P8"
26448,"ENSG00000213548","PPIAP81"
26449,"ENSG00000250692","AC008667.2"
26450,"ENSG00000225316","LINC00350"
26451,"ENSG00000154978","VOPP1"
26452,"ENSG00000149792","MRPL49"
26453,"ENSG00000226453","LINC02542"
26454,"ENSG00000118513","MYB"
26455,"ENSG00000198452","OR14L1P"
26456,"ENSG00000228550","AC073583.1"
26457,"ENSG00000213935","AC092610.1"
26458,"ENSG00000111331","OAS3"
26460,"ENSG00000137691","C11orf70"
26461,"ENSG00000105613","MAST1"
26462,"ENSG00000104371","DKK4"
